year,cumulative,revenue,rev_infl,title,lead_actor,director_name
2004,1.332473386,3166000,4218610.741,Riding Giants,Gerry Lopez,Stacy Peralta
2008,1.182197002,3148182,3721771.322,Two Lovers,Isabella Rossellini,James Gray
2014,1.052209187,3123963,3287062.569,Obvious Child,Gaby Hoffmann,Gillian Robespierre
2005,1.29773008,3102550,4026272.461,Supercross,Channing Tatum,Steve Boyum
2011,1.124115573,3099314,3483987.133,Take Shelter,Katy Mixon,Jeff Nichols
2012,1.089714997,3094813,3372464.139,Celeste & Jesse Forever,Ari Graynor,Lee Toland Krieger
1999,1.503724247,3076820,4626688.838,Jawbreaker,Julie Benz,Darren Stein
2013,1.067622291,3065860,3273180.477,Frozen,Josh Gad,Chris Buck
1970,6.682042253,3052000,20393592.96,Waterloo,Rod Steiger,Sergey Bondarchuk
1994,1.696818575,3049135,5173828.906,Heavenly Creatures,Kate Winslet,Peter Jackson
2003,1.362721798,3031801,4131501.309,Mambo Italiano,Paul Sorvino,Émile Gaudreault
1996,1.608572132,3011195,4843724.36,Basquiat,Gary Oldman,Julian Schnabel
2000,1.47152684,3003296,4419430.672,Isn't She Great,Stockard Channing,Andrew Bergman
1973,5.861767636,3000000,17585302.91,Mean Streets,Robert De Niro,Martin Scorsese
2010,1.142551557,2995811,3422868.522,The Runaways,Kristen Stewart,Floria Sigismondi
2008,1.182197002,2957978,3496912.723,Man on Wire,Paul McGill,James Marsh
2007,1.21592121,2955039,3593094.598,Gracie,Emma Bell,Davis Guggenheim
1981,2.974451411,2945600,8761544.075,The Legend of the Lone Ranger,Jason Robards,William A. Fraker
2005,1.29773008,2945242,3822129.137,Romance & Cigarettes,Kate Winslet,John Turturro
2003,1.362721798,2944752,4012877.739,Shattered Glass,Hayden Christensen,Billy Ray
2008,1.182197002,2899975,3428341.75,The Wackness,Mary-Kate Olsen,Jonathan Levine
2000,1.47152684,2891288,4254607.894,Tadpole,Bebe Neuwirth,Gary Winick
2013,1.067622291,2861020,3054488.727,Home Run,Vivica A. Fox,David Boyd
1999,1.503724247,2856712,4295707.102,eXistenZ,Jennifer Jason Leigh,David Cronenberg
1993,1.746902839,2850263,4979132.526,Airborne,Alanna Ubach,Rob Bowman
2007,1.21592121,2849142,3464332.189,Things We Lost in the Fire,Alison Lohman,Susanne Bier
1995,1.653699331,2832826,4684642.461,The Perez Family,Anjelica Huston,Mira Nair
2002,1.384334996,2816116,3898447.932,Raising Victor Vargas,Victor Rasuk,Peter Sollett
1991,1.876034824,2807854,5267631.884,Return to the Blue Lagoon,Milla Jovovich,William A. Graham
1998,1.527066244,2807390,4287070.504,Happiness,Philip Seymour Hoffman,Todd Solondz
2013,1.067622291,2804874,2994546.006,Barfi,Bhama,Shekar
2015,1.035412488,2801508,2900716.369,Captive,David Oyelowo,Jerry Jameson
2006,1.255146149,2636637,3309364.777,Find Me Guilty,Peter Dinklage,Sidney Lumet
1968,7.348076442,2620000,19251960.28,Shalako,Brigitte Bardot,Edward Dmytryk
2010,1.142551557,2614773,2987512.962,Everything Must Go,Will Ferrell,Dan Rush
1999,1.503724247,2600000,3909683.043,But I'm a Cheerleader,Natasha Lyonne,Jamie Babbit
2011,1.124115573,2527904,2841656.254,Machine Gun Preacher,Gerard Butler,Marc Forster
2002,1.384334996,2506446,3469760.914,Full Frontal,Julia Roberts,Steven Soderbergh
1968,7.348076442,2500000,18370191.11,Barbarella,Jane Fonda,Roger Vadim
2000,1.47152684,2500000,3678817.099,The Kid,Bruce Willis,Jon Turteltaub
1995,1.653699331,2474000,4091252.145,Jefferson in Paris,Seth Gilliam,James Ivory
2003,1.362721798,2466444,3361077.001,Wonderland,Alexis Dziena,James Cox
2005,1.29773008,2455831,3187005.761,Imagine Me & You,Celia Imrie,Ol Parker
1985,2.35956602,2451545,5784582.278,My Beautiful Laundrette,Saeed Jaffrey,Stephen Frears
2014,1.052209187,2450846,2578802.678,Kill the Messenger,Jeremy Renner,Michael Cuesta
2007,1.21592121,2426851,2950859.605,You Kill Me,Philip Baker Hall,John Dahl
2013,1.067622291,2415472,2578811.751,Blood Ties,Mila Kunis,Guillaume Canet
2005,1.29773008,2405420,3121585.89,BloodRayne,Meat Loaf,Uwe Boll
2013,1.067622291,2401510,2563905.608,The East,Alexander Skarsgård,Zal Batmanglij
1999,1.503724247,2400000,3608938.193,The Omega Code,George Coe,Robert Marcarelli
1998,1.527066244,2375097,3626930.456,Buffalo '66,Anjelica Huston,Vincent Gallo
2013,1.067622291,2365467,2525425.298,Joe,Nicolas Cage,David Gordon Green
2009,1.138489257,2357852,2684389.172,Fish Tank,Michael Fassbender,Andrea Arnold
2008,1.182197002,2336172,2761815.534,Me and Orson Welles,Zoe Kazan,Richard Linklater
1984,2.461039993,2300000,5660391.985,Repo Man,Del Zamora,Alex Cox
1981,2.974451411,2297493,6833781.295,Under the Rainbow,Mako,Steve Rash
2006,1.255146149,2281089,2863100.074,Fur: An Imaginary Portrait of Diane Arbus,Robert Downey Jr.,Steven Shainberg
2009,1.138489257,2277396,2592790.881,Adam,Peter Gallagher,Max Mayer
1991,1.876034824,2275557,4269024.175,Showdown in Little Tokyo,Cary-Hiroyuki Tagawa,Mark L. Lester
2008,1.182197002,2270000,2683587.194,The Women,Jada Pinkett Smith,Diane English
2008,1.182197002,2260712,2672606.948,Bronson,Tom Hardy,Nicolas Winding Refn
1970,6.682042253,2200000,14700492.96,The Molly Maguires,Frank Finlay,Martin Ritt
1981,2.974451411,2154696,6409038.557,Heartbeeps,Bernadette Peters,Allan Arkush
1997,1.562764318,2154540,3367038.235,Shadow Conspiracy,Sam Waterston,George P. Cosmatos
1995,1.653699331,2122561,3510077.706,Mallrats,Ethan Suplee,Kevin Smith
1983,2.540099309,2120439,5386125.639,Videodrome,Debbie Harry,David Cronenberg
1993,1.746902839,2119994,3703423.537,The Nutcracker,Darci Kistler,Emile Ardolino
2012,1.089714997,2106557,2295546.755,Stolen,Nicolas Cage,Simon West
2001,1.423458672,2074000,2952253.286,Ayurveda: Art of Being,NULL,Pan Nalin
2002,1.384334996,2062066,2854590.128,Auto Focus,Ed Begley Jr.,Paul Schrader
1997,1.562764318,2057193,3214907.816,Two Girls and a Guy,Robert Downey Jr.,James Toback
2001,1.423458672,2025238,2882842.594,Novocaine,Chelcie Ross,David Atkins
2005,1.29773008,2025032,2627944.94,The Work and the Glory II: American Zion,Emily Podleski,Sterling Van Wagenen
2005,1.29773008,2019009,2620128.712,The Rocket: The Legend of Rocket Richard,Stephen McHattie,Charles Binamé
1981,2.974451411,2000000,5948902.821,Roar,Tippi Hedren,Noel Marshall
1999,1.503724247,1997807,3004150.827,Limbo,Mary Elizabeth Mastrantonio,John Sayles
2009,1.138489257,1984662,2259516.367,Dead Snow,Bjørn Sundquist,Tommy Wirkola
1998,1.527066244,1980338,3024107.312,Zero Effect,Kim Dickens,Jake Kasdan
2012,1.089714997,1969193,2145859.144,The Iceman,Chris Evans,Ariel Vromen
2005,1.29773008,1919197,2490599.677,Thumbsucker,Kelli Garner,Mike Mills
2006,1.255146149,1831348,2298609.39,Renaissance,Romola Garai,Christian Volckman
2014,1.052209187,1826705,1922075.784,Tusk,Johnny Depp,Kevin Smith
2015,1.035412488,1784763,1847965.898,The Vatican Tapes,Djimon Hounsou,Mark Neveldine
2011,1.124115573,1776935,1997480.306,Another Earth,Robin Lord Taylor,Mike Cahill
2011,1.124115573,1759252,1977602.57,A Better Life,Demián Bichir,Chris Weitz
2010,1.142551557,1755212,2005420.203,Flipped,Madeline Carroll,Rob Reiner
2005,1.29773008,1750211,2271301.462,Murderball,Mark Zupan,Henry Alex Rubin
2000,1.47152684,1744858,2567605.379,The Broken Hearts Club: A Romantic Comedy,Justin Theroux,Greg Berlanti
1997,1.562764318,1686429,2635491.067,Steel,Charles Napier,Kenneth Johnson
2006,1.255146149,1678874,2107232.236,Who Killed the Electric Car?,Ed Begley Jr.,Chris Paine
2003,1.362721798,1675706,2283521.093,Marci X,Damon Wayans,Richard Benjamin
2001,1.423458672,1667192,2373178.91,L.I.E.,Adam LeFevre,Michael Cuesta
2009,1.138489257,1644755,1872535.899,Ondine,Tony Curran,Neil Jordan
2000,1.47152684,1631839,2401294.887,Gun Shy,Liam Neeson,Eric Blakeney
2003,1.362721798,1569918,2139361.479,Veronica Guerin,Brenda Fricker,Joel Schumacher
1996,1.608572132,1568749,2523445.923,Hamlet,Julie Christie,Kenneth Branagh
2004,1.332473386,1548955,2063941.314,A Home at the End of the World,Robin Wright,Michael Mayer
2007,1.21592121,1531251,1861880.569,Beowulf,Robin Wright,Robert Zemeckis
2009,1.138489257,1521261,1731939.306,The Messenger,Steve Buscemi,Oren Moverman
2014,1.052209187,1500000,1578313.781,Mutant World,Ashanti,David Winning
2012,1.089714997,1499275,1633782.452,The Raven,Pam Ferris,James McTeigue
2003,1.362721798,1477676,2013661.295,The Triplets of Belleville,Michel Robin,Sylvain Chomet
2015,1.035412488,1477002,1529306.316,The Diary of a Teenage Girl,Alexander Skarsgård,Marielle Heller
2012,1.089714997,1439000,1568099.881,Anna Karenina,Kelly Macdonald,Joe Wright
2007,1.21592121,1431623,1740740.771,No End in Sight,Campbell Scott,Charles Ferguson
2009,1.138489257,1429299,1627241.557,I Hope They Serve Beer in Hell,Geoff Stults,Bob Gosse
2011,1.124115573,1406224,1580758.298,The Art of Getting By,Michael Angarano,Gavin Wiesen
1987,2.236322512,1400000,3130851.517,From a Whisper to a Scream,Terry Kiser,Jeff Burr
2016,1.034185663,1397284,1445051.08,Jane Got a Gun,Natalie Portman,Gavin O'Connor
2016,1.034185663,1333124,1378697.728,The Neon Demon,Keanu Reeves,Nicolas Winding Refn
2011,1.124115573,1332231,1497581.614,Snow Flower and the Secret Fan,Bingbing Li,Wayne Wang
2012,1.089714997,1328612,1447808.422,Savages,Demián Bichir,Oliver Stone
2013,1.067622291,1310673,1399303.711,Hard to Be a God,Leonid Yarmolnik,Aleksey German
2004,1.332473386,1304192,1737801.131,The Aviator,Leonardo DiCaprio,Martin Scorsese
1977,4.307270464,1300000,5599451.603,Julia,Meryl Streep,Fred Zinnemann
1999,1.503724247,1281176,1926535.416,Tumbleweeds,Kimberly J. Brown,Gavin O'Connor
2001,1.423458672,1270522,1808535.559,Donnie Darko,Jake Gyllenhaal,Richard Kelly
1983,2.540099309,1246141,3165321.893,Losin' It,Tom Cruise,Curtis Hanson
2005,1.29773008,1237615,1606090.213,Slow Burn,Mekhi Phifer,Wayne Beach
1996,1.608572132,1227324,1974239.183,The Funeral,Isabella Rossellini,Abel Ferrara
2012,1.089714997,1165882,1270479.1,The Lords of Salem,Sid Haig,Rob Zombie
2003,1.362721798,1162014,1583501.807,Tarnation,Greg Ayres,Jonathan Caouette
2006,1.255146149,1151330,1445087.416,Infamous,Toby Jones,Douglas McGrath
2006,1.255146149,1120000,1405763.687,The Painted Veil,Toby Jones,John Curran
2011,1.124115573,1104682,1241790.239,Red State,Anna Gunn,Kevin Smith
2010,1.142551557,1083683,1238163.699,Casino Jack,Kevin Spacey,George Hickenlooper
2011,1.124115573,1072602,1205728.612,Coriolanus,Gerard Butler,Ralph Fiennes
1962,8.200264845,1060056,8692739.95,Lolita,James Mason,Stanley Kubrick
1998,1.527066244,1053788,1609204.084,Velvet Goldmine,Christian Bale,Todd Haynes
2005,1.29773008,1046166,1357641.087,Undiscovered,Fisher Stevens,Meiert Avis
1993,1.746902839,1001437,1749413.138,Ruby in Paradise,Allison Dean,Victor Nunez
2005,1.29773008,973525,1263372.676,Conversations with Other Women,Olivia Wilde,Hans Canosa
2011,1.124115573,970816,1091309.384,The Beaver,Jennifer Lawrence,Jodie Foster
1997,1.562764318,900000,1406487.887,Children of Heaven,Bahare Seddiqi,Majid Majidi
1989,2.072746811,882290,1828763.784,The Blood of Heroes,Delroy Lindo,David Webb Peoples
2010,1.142551557,876302,1001220.214,Meek's Cutoff,Bruce Greenwood,Kelly Reichardt
1991,1.876034824,869325,1630883.973,Beastmaster 2: Through the Portal of Time,Michael Berryman,Sylvio Tabet
2005,1.29773008,866999,1125130.682,Mirrormask,Stephanie Leonidas,Dave McKean
2010,1.142551557,864659,987917.4865,Submarine,Craig Roberts,Richard Ayoade
2005,1.29773008,852872,1106797.649,Down in the Valley,Hunter Parrish,David Jacobson
2001,1.423458672,852206,1213080.021,Brigham City,Wilford Brimley,Richard Dutcher
2011,1.124115573,841733,946205.1736,Higher Ground,Donna Murphy,Vera Farmiga
2003,1.362721798,819939,1117348.748,Latter Days,Joseph Gordon-Levitt,C. Jay Cox
1968,7.348076442,814666,5986228.043,Charly,Cliff Robertson,Ralph Nelson
2012,1.089714997,791830,862869.0261,Anna Karenina,Kelly Macdonald,Joe Wright
2007,1.21592121,782102,950974.4105,Redacted,Mike Figueroa,Brian De Palma
1998,1.527066244,777423,1187176.421,Without Limits,Billy Burke,Robert Towne
2002,1.384334996,773228,1070406.58,Bloody Sunday,James Nesbitt,Paul Greengrass
2009,1.138489257,771499,878343.3236,Princess Kaiulani,Q'orianka Kilcher,Marc Forby
2009,1.138489257,754249,858704.3839,Enter the Void,Paz de la Huerta,Gaspar Noé
2011,1.124115573,748453,841347.673,Hobo with a Shotgun,Gregory Smith,Jason Eisener
2009,1.138489257,744816,847965.0147,Life During Wartime,Rich Pecci,Todd Solondz
2003,1.362721798,742898,1012363.298,Party Monster,Macaulay Culkin,Fenton Bailey
2005,1.29773008,712294,924365.3498,The Ballad of Jack and Rose,Beau Bridges,Rebecca Miller
2005,1.29773008,674918,875861.3903,Manderlay,Bryce Dallas Howard,Lars von Trier
2005,1.29773008,658573,854649.9922,Feast,Krista Allen,John Gulager
2005,1.29773008,653621,848223.6328,Inside Deep Throat,Hugh M. Hefner,Fenton Bailey
2012,1.089714997,641100,698616.2846,Holy Motors,Kylie Minogue,Leos Carax
2006,1.255146149,639000,802038.3892,Journey from the Fall,Long Nguyen,Ham Tran
1969,7.047041207,638641,4500529.443,The Wild Bunch,William Holden,Sam Peckinpah
1999,1.503724247,635096,955009.2545,Ride with the Devil,Jeremy W. Auman,Ang Lee
2015,1.035412488,632542,654941.886,The Assassin,Qi Shu,Hsiao-Hsien Hou
2000,1.47152684,623791,917925.1989,Fiza,Karisma Kapoor,Khalid Mohamed
2011,1.124115573,623528,700917.535,Blackthorn,Sam Shepard,Mateo Gil
2006,1.255146149,622806,781712.5524,Sherrybaby,Brad William Henke,Laurie Collyer
2011,1.124115573,621951,699144.8048,The Greatest Movie Ever Sold,Quentin Tarantino,Morgan Spurlock
2004,1.332473386,603943,804737.9743,Mean Creek,Rory Culkin,Jacob Aaron Estes
2014,1.052209187,600896,632268.2918,The Signal,Lin Shaye,William Eubank
1983,2.540099309,600000,1524059.586,Scarface,Al Pacino,Brian De Palma
2002,1.384334996,598645,828725.2238,Swept Away,Bruce Greenwood,Guy Ritchie
1997,1.562764318,589304,920943.2639,Prefontaine,Kurtwood Smith,Steve James
2015,1.035412488,573335,593638.2188,Freeheld,Steve Carell,Peter Sollett
2010,1.142551557,572809,654463.8147,I Spit on Your Grave,Sarah Butler,Steven R. Monroe
2010,1.142551557,563706,644063.1679,The Virginity Hit,Matt Bennett,Huck Botko
1996,1.608572132,560069,900911.3852,Bottle Rocket,Andrew Wilson,Wes Anderson
2007,1.21592121,553198,672645.1817,Timecrimes,Karra Elejalde,Nacho Vigalondo
1988,2.15726806,553171,1193338.13,Akira,Mitsuo Iwata,Katsuhiro Ôtomo
2010,1.142551557,531826,607638.6242,Standing Ovation,Kayla Jackson,Stewart Raffill
2008,1.182197002,530048,626621.1564,Winter in Wartime,Yorick van Wageningen,Martin Koolhoven
1995,1.653699331,529766,876073.6798,Things to Do in Denver When You're Dead,Steve Buscemi,Gary Fleder
1998,1.527066244,528972,807775.2855,Earth,Nandita Das,Deepa Mehta
2013,1.067622291,523511,558912.0132,Dom Hemingway,Richard E. Grant,Richard Shepard
1997,1.562764318,501818,784223.2647,Cube,David Hewlett,Vincenzo Natali
1999,1.503724247,500000,751862.1236,Beyond the Mat,Terry Funk,Barry W. Blaustein
2006,1.255146149,495303,621677.653,Idiocracy,Anthony 'Citric' Campos,Mike Judge
2011,1.124115573,484592,544737.4138,Weekend,Tom Cullen,Andrew Haigh
2001,1.423458672,480811,684414.5876,Bully,Kelli Garner,Larry Clark
2006,1.255146149,480314,602864.2674,DOA: Dead or Alive,Steve Howey,Corey Yuen
2002,1.384334996,464000,642331.4383,Blue Car,Frances Fisher,Karen Moncrieff
2007,1.21592121,458232,557174.0081,Brooklyn Rules,Jerry Ferrara,Michael Corrente
2010,1.142551557,453079,517666.1168,The Extra Man,Lynn Cohen,Shari Springer Berman
2012,1.089714997,444575,484460.0448,The Act of Killing,Anwar Congo,Joshua Oppenheimer
1981,2.974451411,439564,1307461.76,Sphinx,Frank Langella,Franklin J. Schaffner
2006,1.255146149,426224,534973.4122,Fido,Alexia Fast,Andrew Currie
1993,1.746902839,418961,731884.1603,Killing Zoe,Eric Stoltz,Roger Avary
2001,1.423458672,416925,593475.5069,The Believer,Ryan Gosling,Henry Bean
2010,1.142551557,416498,475870.4383,Tiny Furniture,Lena Dunham,Lena Dunham
2007,1.21592121,414404,503882.6133,Snow Angels,Michael Angarano,David Gordon Green
2007,1.21592121,413454,502727.4881,The Death and Life of Bobby Z,Paul Walker,John Herzfeld
1985,2.35956602,390659,921785.7017,Subway,Christopher Lambert,Luc Besson
2010,1.142551557,382946,437535.5485,Hesher,Joseph Gordon-Levitt,Spencer Susser
2008,1.182197002,382174,451804.957,The Informers,Austin Nichols,Gregor Jordan
2005,1.29773008,381420,494980.2072,The Quiet,Katy Mixon,Jamie Babbit
2006,1.255146149,374743,470357.2333,Southland Tales,Janeane Garofalo,Richard Kelly
2001,1.423458672,373967,532326.5692,Session 9,Paul Guilfoyle,Brad Anderson
2011,1.124115573,355688,399834.4199,Another Happy Day,George Kennedy,Sam Levinson
1987,2.236322512,354704,793232.5403,Prison,Viggo Mortensen,Renny Harlin
2013,1.067622291,343341,366558.5051,Drinking Buddies,Olivia Wilde,Joe Swanberg
2014,1.052209187,336472,354038.9297,I Origins,Steven Yeun,Mike Cahill
2010,1.142551557,324138,370344.3765,Super,Linda Cardellini,James Gunn
2012,1.089714997,319285,347929.6528,Compliance,Dreama Walker,Craig Zobel
2013,1.067622291,318982,340552.2937,Adore,Robin Wright,Anne Fontaine
2008,1.182197002,317000,374756.4496,The Yellow Handkerchief,Kristen Stewart,Udayan Prasad
2014,1.052209187,316472,332994.7459,Good Kill,Bruce Greenwood,Andrew Niccol
2012,1.089714997,316000,344349.9391,Promised Land,Matt Damon,Gus Van Sant
1994,1.696818575,305070,517648.4427,Rapa Nui,Esai Morales,Kevin Reynolds
2011,1.124115573,303877,341592.868,In the Land of Blood and Honey,Jelena Jovanova,Angelina Jolie Pitt
1997,1.562764318,302204,472273.6281,Shooting Fish,Peter McNamara,Stefan Schwartz
2009,1.138489257,295750,336708.1979,World's Greatest Dad,Robin Williams,Bobcat Goldthwait
2007,1.21592121,274661,333966.1356,Taxi to the Dark Side,Alex Gibney,Alex Gibney
2007,1.21592121,263000,319787.2783,Superbad,Emma Stone,Greg Mottola
2013,1.067622291,258384,275856.5181,Blue Ruin,Devin Ratray,Jeremy Saulnier
2001,1.423458672,250000,355864.668,The Fast and the Furious,Paul Walker,Rob Cohen
2014,1.052209187,249905,262952.337,The Signal,Lin Shaye,William Eubank
2009,1.138489257,246574,280721.8501,My Dog Tulip,Isabella Rossellini,Paul Fierlinger
2015,1.035412488,229094,237206.7885,Slow West,Michael Fassbender,John Maclean
2013,1.067622291,222000,237012.1486,ABCD (Any Body Can Dance),Lauren Gottlieb,Remo
2015,1.035412488,214078,221659.0346,The Lovers,Tamsin Egerton,Roland Joffé
2006,1.255146149,209935,263499.1068,Man of the Year,Robin Williams,Barry Levinson
2011,1.124115573,209696,235722.5392,The Awakening,Isaac Hempstead Wright,Nick Murphy
2014,1.052209187,201275,211783.4042,Deliver Us from Evil,Olivia Munn,Scott Derrickson
2008,1.182197002,188126,222401.9932,Repo! The Genetic Opera,Alexa PenaVega,Darren Lynn Bousman
2015,1.035412488,187674,194320.0033,Stonewall,Jeremy Irvine,Roland Emmerich
2015,1.035412488,187112,193738.1015,Maggie,Joely Richardson,Henry Hobson
2007,1.21592121,173066,210434.6202,My Name Is Bruce,Ted Raimi,Bruce Campbell
2011,1.124115573,171760,193078.0908,Kill List,MyAnna Buring,Ben Wheatley
2012,1.089714997,163265,177912.319,Restless,Rufus Sewell,Edward Hall
2002,1.384334996,150277,208033.7102,May,James Duval,Lucky McKee
2002,1.384334996,146402,202669.4121,Mondays in the Sun,Luis Tosar,Fernando León de Aranoa
2006,1.255146149,143451,180051.9702,10th & Wolf,Brian Dennehy,Robert Moresco
